"Technical Skills
OS WinXP/7/8, Android.
Languages Visual C++, JAVA, Android SDK.
Databases MS SQL Server.
Packages MS Visual Studio, MS Office 2003 or higher, Eclipse.","""SKL""","""Technical Skills"""
"TECHNICAL SKILLS

Programming Languages Java (Very good), C/C++ (Very good), C# (Very Good), SQL (Very good), XML (Very good), HTML & CSS (Very good), UML (Very good), JavaScript (Very good)
 
Operating 
System Linux (Ubuntu/Fedora/Red Hat), Windows
 
Versions System SVN, CVS, Visual SourceSafe
 
Development
Tools Eclipse, MS Visual Studio, BEA Workshop
 
Database Management Oracle, MySQL, MS SQL Server 2005, PostgreSQL, MS Access, etc.

Programming Framework 
.NET ( WCF, WPF, Hibernate, Entity Framework ..), Java (Strut, Spring, BEA, Beehive, Hibernate, ...)
 
Office & 
Design Tools MS Office (Word/Excel/Visio), Adobe Dreamweaver, Adobe Photoshop, Adobe Acrobat, ...
   
","""SKL""","""TECHNICAL SKILLS"""
"ABILITIES

Teamwork My past work and research activities need collaborations between colleagues and team members to brainstorm, share opinions, knowledge, ideas and findings.
 
Adaptability I endure waiting, delay, or provocation without becoming annoyed or upset, or persevere calmly when faced with difficulties. I never surrender but try to adapt and struggle with adversity.
 
Problem Solving 
& Analytical 
Skills  I can quickly identify and analyse situations by evaluating information gathered, solve problems by researching, synthesizing and integrating key information to develop creative solutions for most of involved projects.
 
Written Skills These skills include planning, researching, drafting, editing, and proofreading written work.
   
","""SKL""","""ABILITIES"""
"LANGUAGES

Vietnamese Native  
English  Good
","""SKL""","""LANGUAGES"""
"Knowledge:
 Languages: C/C++/C# (best skills), Java, ASM, HTML,CSS,Javascript,ASP.NET,…
 Mastering these foundations: computer architecture, algorithms, data structures, databases, graph theories, artificial intelligence, graphics & image processing, computer networks & protocols, computer maintenance, …
4
 Using these technologies: Windows SDK and DDK; dotNET and Java Frameworks; cross-platform programing, subsystem programing, client-server model, socket programing, multi-threaded programing, hooking, kernel driver development,…; Web (HTML, Javascript, CSS, ASP.NET & SQL Server, PHP & MySQL)
 Ability of presentation and training (I has a certificate of pedagogy level 2).
 I can learn new knowledge very quickly on demand.","""SKL""","""Knowledge"""
"Technical Skills
OS Window XP, Window Mobile, WinCE, Linux
Languages C/C++, MFC/WIN32, Java, Visual Basic 6/.net, C# 
Databases Microsoft Access, Microsoft SQL Server, My SQL, XML
Comms & Networks Socket Programming, Telecom
Packages 
Methodologies & Tools UML (Rational Rose/RealTime), Objecteering UML
","""SKL""","""Technical Skills"""
"TECHNICAL AND PROCESS SKILLS:
Skill names Level of skill Months of experience
Operating Systems
Unix/Solaris 2 3
Linux 3 12
Windows NT/2000 4 12
Window OS 4 19
Languages
Objective C 2 1
C 4 24
C++ 4 60
C# 4 24
WCF 3 3
WPF 3 6
Java/J2EE 4 15
JavaScript 4 12
PHP 4 12
Shell Script 3 4
VB 4 13
VB Script 3 8
Web Scripts 4 24
.NET 4 12
ASP 4 8
ASP .NET 3 8
XML 4 8
JSP 4 14
Database
RDMBS 4 17
O-RDBMS 2 4
MS SQL 4 17
Postgres 3 6
MySQL 4 15
Oracle 2 4
OODBMS 1 3
ADO 3 5
ADO.NET 4 13
DB Design 3 8
JDBC 3 8
MTS 3 8
ODBC 3 6
OLE-DB 3 6
Power Designer 3 7
Software Tools
Cocoa framework 2 1
MFC 4 28
JBuilder 3 6
Visual Studio 2003 4 12
Visual Studio 2005
Visual Studio 2008 4
3 8
8
Visual Studio 2010 3 3
Macromedia Dream Weaver  4 12
Web/Internet
Internet Information Server (IIS) 4 17
Linux Server 3 8
Apache  3 8
Tomcat 4 12
Communication
Wireless 2 4
Security 2 4
Networking 3 5
DNS 2 4
FTP 4 5
WAP 3 4
Socket programming 3 6
","""SKL""","""TECHNICAL AND PROCESS SKILLS"""
"OTHER SKILLS:
• Good team working.
• Fast problem solving skill.
• Working under high pressure.
• Good in management skill.
","""SKL""","""OTHER SKILLS"""
"LANGUAGES:
• English and Vietnamese
","""SKL""","""LANGUAGES"""
"Languages
Language Level Recent used Since (Year)
English Intermediate Present 1995
Vietnamese Native Present 
","""SKL""","""Languages"""
"Skills
Languages: C#, Java Script, HTML/CSS, XML, UML, C/C++, Java, JSP/Servlet.
Technologies and Frameworks: .Net frameworks 2.0, 3.0, 3.5, 4.0, WCF, ASP.NET, MVC, IoC, Web Service, Spring, Spring webflow, Struts 2.x, NHibernate, Log4Net, NUnit, Spring.Net, Ajax Pro, YUI, JQuery, Clearspring.
CMS-Portal: DotNetNuke, Community Server, Yet Another Forum.
Databases: MS SQL Server, MySQL.
IDE & Tools: MS Visual Studio 2005/2008/2010, SVN (Subversion), VSS (Visual Source Safe), Eclipse, NetBeans.
Servers: IIS, Tomcat, Apache
Operating system: Windows, Linux
Other skills & knowledges:
• Strong background in Mathematics, Software Development Process.
• Strong experiences in Object - Oriented Analysis, Design.
• Strong understanding of Design Patterns.
• Has strong logic thinking and problem solving methods.
• Willing to research new technologies and a strong researcher.
• Good skills about requirement analysis and estimation.
• Strong experiences in team leading.
• Has good attitude and an active guy in team collaboration.
","""SKL""","""Skills"""
"SKILLS
Basic knowledge:
• Multi-threading.
• Inter-process communication.
• Socket programming.
Operating system:
• Linux.
Programming languages:
• C/C++.
• Java.
• Erlang.
• Python.
Scripts:
• Linux bash script.
• Javascript.
Protocols:
• HTTP.
• XMPP.
• RTP.
• RTMP.
Strong areas:
• Excellent understanding of XMPP protocol from client to server. I have implemented XMPP
client for web application (using Strophe), android application (using Smack), desktop application
(using libjingle). On ejabberd, I have implemented many modules that defines own iq, presence,
message, even I can define own stanza (it's not iq, presence or message) for ejabberd.
• Excellent programming with C++. I took test on odesk.com, my result is top 20%, on
brainbench.com, my score is 4.09 that is higher than 84% of previous examinees.
• Excellent understanding WebRTC. I have implemented Linux application that use XMPP or
Websocket for signaling and WebRTC for media transport to make peer-to-peer audio&video call.","""SKL""","""SKILLS"""
"Experience Summary
Eight years of experience in software development for management & security industries. Expert in
building Windows applications using C++ language. Strong experience of building software by
Object-Oriented Programming paradigm. Have experience of building software following Software
Development Process.","""SKL""","""Experience Summary"""
"Foreign Language
Intermediate level in English","""SKL""","""Foreign Language"""
"Technical Summary
Six years of experience in software development for both Web-based and Windows based applications. Over six years of experience working with C++ language. Good knowledge in software process based on Rational Unified Process. Good knowledge in the factory automation, e-Learning and reservoir engineering industries.

International working experience with different clients: Japanese, Europe, US.... Had opportunity to working onsite in US for 7 months.
","""SKL""","""Technical Summary"""
"Skills
Languages & Scripting:  C/C++, Java, C#, Window Hook, API Hook, MFC, STL, OpenGL, WMI, Multithread, Socket, Hibernate, Spring…
Middleware:  Microsoft ODBC, ADO.NET, JDPC
Operating Systems:  Windows 2003/XP/2000, Windows NT, Redhat Linux
Databases:  MySQL, Microsoft SQL Server, Oracle
Web Servers:  IIS, Apache, Tomcat
Analysis & Design Tools:  Rational Rose, Microsoft Visio
Testing Tools:  CPP Unit Test, SOAP Test, Insure++
Configuration Management Tools:  Visual SourceSafe, Perforce
Methodology: Rational Unified Process, Scrum Process
","""SKL""","""Skills"""
"Profile
                            
 • Tech-savvy, people-person with 20 years experience of application software development, from                 mainframe to Client server platform.    
• Self-motivated individual with strong leadership capabilities and interpersonal abilities.
• Organized, highly motivated, and detail-directed problem solver. 
• Ability to maintain composure under pressure to meet deadline.
• Proven ability to work in unison with all levels of employees and management.
","""SKL""","""Profile"""
"Skills
Mainframe:
System: CICS, TSO/ISPF
Language: COBOL, JCL





","""SKL""","""Skills
Mainframe"""
"
Client Server:

System: DOS, Windows NT/2000, XP
Language: C, CPF ( Command Processing Facility), JavaScript, XML
 Tools: Crystal Report, Resource Workshop, MsSql


","""SKL""","""Client Server"""
"Personal Information
• Languages Knows: Vietnamese, English (Understanding, Reading, Writing)
• Hobby/ interest: football, music, business and art.
","""SKL""","""Personal Information"""
"Technical Skill
• Reading and searching English easily. But English communication skills are not good. 
• Highly flexible and modifiable
• Strong troubleshooting and problem-solving skills
• Eager to build relationships with users and colleagues
","""SKL""","""Technical Skill"""
"PRACTICAL EXPERIENCE


Technical skills: 
 Microsoft .NET, web/win application including C#.
 MS Access, MS SQL Server.
 Windows operating systems.
 Networking and Internet knowledge.
 HTML, Javascript, Ajax, JQuery
 Use third control as Infragistic in development.
 Write Unit Test using NUnit
 Testing skill

OPERATING SYSTEMS

 Windows XP/2000/NT/9x

PROGRAMMING LANGUAGES & TOOLS

 Visual Studio .NET (C#)
 SQL (MS SQL Server)
 HTML
 Javascript
 JQuery

DATABASES

 MS Access
 MS SQL Server

DATACOMMUNICATIONS & NETWORKS

 TCP/IP

PACKAGES

 MS Visual Studio .NET
 MS Office 2000, XP, 2003

","""SKL""","""PRACTICAL EXPERIENCE"""
"Technical experience:
- Languages: Cobol, C#, WPF, WCF, BizTalk, XML, SharePoint, Asp.net, Crystal report, NHibernate, Oracle, MS SQL server as well as other Microsoft technologies. 
- Platforms: .Net, win form/web form, window service, web service, Window XP, Window server 2003/2008, IIS.
- Collaboration tools: SVN, CVS
","""SKL""","""Technical experience"""
"Languages:
- Vietnamese
- English
","""SKL""","""Languages"""
"SUMMARY OF QUALIFICATIONS
 Having knowledge about C/C++.
 Having knowledge about Java (2 months).
 Can use SQL Server.","""SKL""","""SUMMARY OF QUALIFICATIONS"""
"OTHER SKILLS
 Being able to work under the challenge, pressure and high responsibilities.
 Being dynamic and adaptive to study new things.
 Being eager to learn and to improve knowledge.
 Having good communicative skills.
 Having good teamwork skill.","""SKL""","""OTHER SKILLS"""
"LANGUAGES
 Vietnamese – Mother Tongue.
 English – can understand English for computer science.","""SKL""","""LANGUAGES"""
"

LANGUAGES
 English Certificate of English, level B
","""SKL""","""LANGUAGES"""
"QUALIFICATIONS & SKILLS
Programming Languages & Tools  
(Used time : months,  Last Used : years,  Level : Expert/ Good/ Medium)
Tool Used
time Last
Used Level  Tool Used
time Last
Used Level
C#.NET 36 2009 Expert  MS Project 24 2009 Good
C/C++ 24 2005 Good  Rational Rose 4 2003 Medium
Visual C++ & MFC 3 2003 Good  Java 16 2007 Expert
Assembly language 6 2003 Good     
Database
(Used time : months,  Last Used : years,  Level : Expert/ Good/ Medium)
Tool Used
time Last
Used Level  Tool Used
time Last
Used Level
MS SQL Server 36 2009 Expert  MS Access 2000 5 2005 Expert
Oracle 6 2006 Medium  My SQL 12 2009 Good
Postgres 8 2006 Expert  SQL Anywhere 12 2009 Good
Web software/ Packages 
(Used time : months,  Last Used : years,  Level : Expert/ Good/ Medium)
Tool Used
time Last
Used Level  Tool Used
time Last
Used Level
Visual Studio.NET (ASP.NET) 3 2007 Medium  Tomcat 2 2005 Good
Java Web service 2 2005 Medium  Jboss 7 2006 Expert
IIS 3 2005 Medium  Jrun 3 2004 Good
","""SKL""","""QUALIFICATIONS & SKILLS"""
"EXPERIENCE SUMMARY
• 8 year of object – oriented analysis and design experience.
• 10 year of development experience.
• English (advanced), French (beginner)
","""SKL""","""EXPERIENCE SUMMARY"""
"SKILL SUMMARY
COMPUTER SYSTEM PROGRAMMING SKILLS SOFTWARE TOOLS
Windows, Linux C/C++, Java Borland C++, Microsoft Visual C++,  GNU gcc, JBuilder
","""SKL""","""SKILL SUMMARY"""
"Languages Vietnamese (native)
English (good)","""SKL""",""""""
"LANGUAGE SKILLS
 English: Advanced level General English and Conversation( Level C Certificate).
• Writing:  good 
• Reading: good
• Communication: fluently
Having more than 2-years daily use in working with foreigners (Swiss, Germany, English, American …) in English.
","""SKL""","""LANGUAGE SKILLS"""
"PERSONAL DETAILS
 Dynamic, enthusiastic, jovial, vivacious, open minded, caring, resourceful, patient and hard working. 
 Good communication and administrative skill, making friends easily.
 Independent in working, but also good team-work skill.
 Adaptability myself to circumstances quickly.
 Events holding experience.
In 2006, as one of organization board members, I joined to hold the big traditional competition of my IT department, named “The Challenge”. This is the competition about the team-work ability, IT knowledge and professional skills. This competition takes place in a month with about 100 IT teams from my university and other universities take part in. My responsible is management of financial matters, resources and planning all events for this competition.
","""SKL""","""PERSONAL DETAILS"""
"Career Highlights
• More than 3-years experience working overseas with more than one year as software team leader.
• Graduated Master degree in Korea with first class honors in 2006 and 10 papers published on international journals.
• Nearly 2-years working experience in an international company after graduating the Bachelor degree in 2003.","""SKL""","""Career Highlights"""
"Professional Skills
• Software development:
􀂃 Solid knowledge of object oriented programming; experience in using programming languages and scripting languages: Java, C, C++, C#, Java Script, and XML.
􀂃 Middleware: .NET (Web Service, WCF), .NET Remoting, SOAP, J2EE (Web Service, EJB), JNI; Knowledge of Spring, Hibernate, and JDO.
􀂃 Web servers: IIS, JBoss, Tomcat
􀂃 Databases: Oracle, Microsoft SQL Server, Postgre SQL.
􀂃 Design tools: Rational Rose, Microsoft Visio.
1
􀂃 Programming tools: Visual Studio 6, Visual Studio 2008, JBuilder, Eclipse, Visual Source Safe, Concurrent Version Control System (CVS).
• Other skills:
􀂃 Good experience working overseas; good presentation skill.
􀂃 Capable of working independently; strong team work spirit.
􀂃 Strong background on data structure and algorithms, problem solving; algorithm development experience for hand vascular pattern recognition system.
􀂃 Extensive concept of software analysis and design, software architecture.
􀂃 Good ability to quickly study new technologies; creative and self-motivated characteristic.
􀂃 Leadership skill.
• Languages:
􀂃 Fluent English communication skills (TOEFL 213 CBT ~ 550 PBT in 2004); General Business English Course Certification from ILA Vietnam.
􀂃 Basic ability in speaking and understanding Korean.","""SKL""","""Professional Skills"""
"Skills:
- Ability to work in Groups: 
- Since the first year at university, I have worked in groups in nearly half of my courses. As a result, I have improved the ability to work corporately towards team goals, sharing information, ideas and experience with other team members. I understand the need for communication within a team and the deciding role of leader in groups which I have participated in.
- Technical Prime for one Networking Management Performance Software

- Ability to solve problems independently:
When making the decisions for these projects such as: graduation thesis, exercises of subjects...I have learnt how to analyze the problems, how to collect, interpret, evaluate and order information and data which are appropriate to the problems. Upon interpretation and analysis, I have made recommendations to the problems and solutions to the projects.

- Programming languages:
Programming languages Technologies Notes
Java/JSP  -  Applet.
-  Desktop application.
I used these technologies to finish exercises of s! ubjects: Compiler, OS, AI, Network, and Parallel Computing...
   I ‘m training myself more and more 
C++/C#
   Using to finish some exercises of subjects: Data Structure & Algorithm, Analize & Design Algorithms... Self  training much more  
 UML  Using to complete the exercisesof:Software Engeering,Analize and Design OOP,Information System Analisis & Design...
   
Self  training much more  
ASP/.Net/
XML
    Training at Informatics Vietnam Centre 
 
  - Programming tools (IDE):
Programming languages IDE Level
Java Jbuilder X, Eclipse 2.1, Oracle Jdeveloper 10g.,Jcreator Pro 3.1 Fair
C++ / VB.net Visual Studio .NET Study at Informatics Vietnam Centre

- Database:  I can design (using PowerDesigner, Visio! ), implement and maintain database.
Database Notes
MySQL Using phpMyAdmin to manage database.
MS SQL Server To manage and maintain Databases : School Library,VCD&Video Shop
Oracle Using Oracle Designer, Oracle Forms Developer, Oracle Reports.

- Networking/Operating System: Configure and maintain networks with Cisco Devices SUN Systems
Database Notes
CCNA
 

CCNP Configure and maintain/administrate networks with Cisco Devices.
 
VNpro CisCo Trainning Centre: 
+ Completed: BCMSN; BSCI; ISCW
+ On-go: ONT
MS Windows Fair
SUN Solaris Configure and maintain/administrate SUN OS/Networks  
 
5. Graduation Thesis:
a) Project name:
Constructing a Web-application is to man! age booking and  borrowing  books & documents at! Compute r Science  Department ,Bach Khoa University. 
b) Solutions:
- Student can book and borrow or search desired books, register new member   
- Manage or make statistics for amount of borrowed books and the present ones, update new books & documents....
- Administrators can configure all system. 
c) Programming Languages& tools: 
 + Visual Baic.Net and MS SQL 2000 Server. 
 + ASP.net ","""SKL""","""Skills"""
"(B) Qualification Summary
• Mature computer specialist with strong technical and analytical skills.
• Keen interest and extensive experience in a wide variety of computer applications, software and hardware, including PCs and Unix/Linux and Solaris.
• Strong experience in programming, quick to learn new programming language and efficiency at research.
• Knowledge in inter-networking, network topology and some network devices.
• Able to learn new systems quickly, train staff effectively, and meet deadlines promptly.
• Experience in designing, programming and maintaining database, including MS SQL, MySQL and Oracle.
• Fluently in C/C++, Visual Basic, C#.
• Have knowledge about Java, ASP.net, VC++2005, HTML, JavaScript and CGI.
• Strong experience in Source control: ClearCase and Visual SourceSafe
• Ability to solve problems independently
• Adapt with new environment quickly
• Work under high pressure
• Ability to work in Groups
","""SKL""","""Qualification Summary"""
"(F) Language Proficiency
• Vietnamese: fluent
• English: intermediate
","""SKL""",""" Language Proficiency"""
"KNOWLEDGE AND SKILLS
Technical skills:
o Programming: Proficient in C/C++. (One years of experience working on C/C++ language, have knowledge of OOP languages).
o Have a knowledge in Linux OS: Shell script, Makefile, GDB…
o Have a knowledge in QT cross-platform.
o Analyzing skill: have strong knowledge and ability in analyze requirement document, code flow and issue analysis.
o Debugging: provide bug fixes.
o Implement software feature and have knowledge of V-model development software process.
o Have basic knowledge of software standard quality certificates: CMMI, TL9000.
o Using of software tool: QT Creator, Eclipse, Visual Studio Editions, DEV/C++.
Language skills:
o Vietnamese: Native
o English:
 Read: fluent
 Write: fluent
Other skills:
o Well co-operate in team-work.
o Fast learner, self-confident and active.
o Highly adaptable at new environment and culture.
o High motivation and be able to motivate/inspire my teammates.
o Able to work independently and within a team under high pressure.
o Have a strong responsibility on the projects, team.","""SKL""","""KNOWLEDGE AND SKILLS"""
"PERSONAL SKILL
 Database:  SQL Server, mySQL.
 Development tools: Visual Studio .NET, C#, ASP.NET, Java, VB, VC++.
 Operating system: Windows OS, Linux (Red Hat)
","""SKL""","""PERSONAL SKILL"""
"SKILLS

• Platform: Windows, Linux/Unix
• Language programming: C/C++, PHP, Java, C#.
• Database management system: MS SQL, My SQL
• Ability to work independently and effectively in teams.
","""SKL""","""SKILLS"""
"LANGUAGE

• Vietnamese
• English: listening, speaking, reading, translating
","""SKL""","""LANGUAGE"""
"Summary
Three years of experience in software development include 1 year develop mobile, 1 year work on Voice IP System and 1 year build Windows Service and Windows Application.
","""SKL""","""Summary"""
"Skills
• Languages & Scripting:  C#, Java, C++
• Operating Systems: Windows, Linux
• Databases:  SQL Server 2005
• Web Servers:  Internet Information Service
• Analysis & Design Tools: Enterprise Architect, Rational Rose
• Voice IP System:  Asterisk
• Other Special Skills:  Microcontroller base on 8051, AVR, PIC
","""SKL""","""Skills"""
"Languages
English  Good
Vietnamese Mother Tongue
","""SKL""","""Languages"""
"Technical Summary
Seven and a half years of experience in software development of Windows-based applications. One year of experience in Network Programming with Email protocols (SMTP, POP3, IMAP). More than two years of experience in e-Learning and Authoring tools. Two years in Work Force Management System. Good knowledge in Network Programming, Windows application, Windows API, and GUI with VC++.
","""SKL""","""Technical Summary"""
"Skills
Language & Scripting:  Visual C++, C#, VB, Java, VBScript, JavaScript, Action Script, HTML, XML, ASP.
Operating Systems:  Windows 2003/XP/2000, Windows NT
Tracking Tools: PVCS Tracker, Bugzilla, Onyx, HP Quality Center
Configuration Management Tools:  Visual SourceSafe, Sour Of Site, Clear Case
Methodology: Rational Unified Process
Database: MSSQL 2000/2005
Web Server: IIS, Apache
Others: Photoshop
","""SKL""","""Skills"""
"Qualifications:
B.S. in IT, University of Natural Sciences, HCMC, 2007
B.S. in Physics, University of Natural Sciences, HCMC, 2003","""SKL""","""Qualifications"""
"Language Skills:
English: Good","""SKL""","""Language Skills"""
"Personal profile:
Enthusiastic, active, caring
Good communication skills
Ability to work independently as well as within virtual team","""SKL""","""Personal profile"""
"Technical Summary
Four years of experience in software development. Has good knowledge of Database
and Object-Oriented Analysis and Designs, Report, SQL Server, .NET, Java, C++.
Three years of experience in Healthcare system, E-learning system.
Technical Summary
Four years of experience in software development. Has good knowledge of Database
and Object-Oriented Analysis and Designs, Report, SQL Server, .NET, Java, C++.
Three years of experience in Healthcare system, E-learning system.
One year of experience in Human Resource system.
Skills
·Languages & Scripting:Java, HTML, XML,.NET ,VB , C++
·Middleware:
- Operating Systems:Windows NT, Windows 2000/98/95, MS DOS
- Database:MS SQL Server, MS Access, Oracle
- Web Servers:
- Analysis & Design Tools:Power Design, Rational Rose
- Testing Tools:Onyz ,
- Configuration Management Tools:VSS, ClearCase, Sub-Version
- Wireless Technology:
- Methodology:
- Rational Unified Process:Business Modeling, Requirements, Analysis and
Design","""SKL""","""Technical Summary"""
"Qualifications
·Hard working, well-organized & planned
·Detail – Oriented in work
·Flexibility to solve some problem in work
·Be able to work under pressure & reach deadline requested
·Taking responsibilities independently
·Ability design & develop project from starting to delivery a project.
·Willingness to study.
·Working well in a team
·Good communication skills and easy adapt to changes
·Good reading, listening and writing skill in English.
·Highly self-motivated person with a strong desire to get things done
·Like playing football, traveling, team building.","""SKL""","""Qualifications"""
"SKILLS
 Mobile Programming
 C++, J2ME
 C#, ASP.NET
 JAVA
 SQL Server
","""SKL""","""SKILLS"""
"LANGUAGES
 Fluent English (esp. reading)
","""SKL""","""LANGUAGES"""
"Skills
• Languages & Scripting: Visual C++, Visual Basic, Java, VBScript, JavaScript, HTML, XML, XSL
• Middleware:  COM/ DCOM
• Operating Systems: Windows NT, Windows 2000/98/95, MS DOS
• Databases: MS SQL Server, MS Access, Oracle
• Web Servers:  IIS, Tomcat
• Analysis & Design Tools: Power Design, Business Objects, RUP, and Oracle Database Designer.
• Rational Unified Process:  Business Modeling, Requirements, Analysis and Design, Implementation
• Reporting Tools:  Crystal Reports, Microsoft Excel, Oracle Report Designer
• Other Special Skills: Graphic Design (Photoshop) 
• Open source: eclipse, Jquery, AJAX, JSON.
","""SKL""","""Skills"""
"HIGHLIGHT OF SKILLS & KNOWLEDGE
­ Presentation Skill
­ Software development and deployment
­ Good command of communication and teamwork
­ Teaching classes
","""SKL""","""HIGHLIGHT OF SKILLS & KNOWLEDGE"""
"LANGUAGES 
­ Vietnamese - Native
­ English – Fluent 
","""SKL""","""LANGUAGES"""
"Expertise includes
• Object-oriented programming
• UML and Rational Rose
• C, C++, Java, Delphi, Ruby on Rails
• C#, VB.NET, Winform programming
• Win32 & MFC programming
• HTML, JavaScript, XML, Ajax
• Swing, JFC, Delphi VCL
• ASP 3.0, JSP, Servlet and Web-based application
• Multithreaded programming
• COM, STL programming
• MVC model • MSSQL, MySQL, Oracle and PL/SQL
• Socket, CORBA, RMI, .NET Remoting
• Networking (TCP/IP, ICMP, DNS, ATM…)
• Full life-cycle software development
• FDC (Fault Detection & Classifications)
• Equipment control & system programming
• SEMI Standards: E4, E5, E37, E30…
• EES (Equipment Engineering System)
• Wonderware, InTouch HMI 
• Good logical thinking
• Quick learning
• Good teamwork
","""SKL""","""Expertise includes"""
"TECHNICAL AND PROCESS SKILLS:
Level of skills: 
1: Limited knowledge
2: Limited ability to perform
3: Can perform with assistance
4: Can perform without assistance
5: Can give expert advice and lead other

Skill names Level of skill Months of experience
Operating Systems
Linux 3 6
Windows NT/2000 4 12
Window OS 4 60
Languages
C 5 24
C++ 5 40
C# 4 6
Java 5 30
Ruby on Rails 5 4
Javascript 4 3
ASP 4 5
JSP 4 5
Delphi 5 25
Database
ADO 3 6
DB Design 4 6
ODBC 3 6
Power Designer 5 12
Web/Internet
Internet Information Server (IIS) 4 4
Communication
Networking 5 24
Agent 4 12
DNS 4 12
Encrypt/Decrypt 3 12
FTP 3 6
H323 4 6
HTTP 4 6
Router 3 6
SNMP 4 6
SSL 4 6
TCP/IP 5 24
Software engineering 
OOP 5 16
UML 5 12
Semiconductors Related
SEMI Standards 4 12

","""SKL""","""TECHNICAL AND PROCESS SKILLS"""
"LANGUAGES:
• Vietnamese: native language
• English: good
","""SKL""","""LANGUAGES"""
"Technical Summary
Four and a half years of extensive experience in Application Software and experience in design, development and testing in Java and Web-based Application using JDK1.3.1, JDK1.4, JDK1.5,  EJB, Java Servlets, Java Applets, Java Script, HTML, WebLogic Server, Java Server Pages, ASP, .Net Framework (ASP.Net, C#, VB.Net, C++), WebServices, XML, XML schema, SQL Server, MySQL and FireBird. Proficient in Application Development tools and has experience using Object Oriented Methodologies, Client-Server Architecture and Web Applications with three tier model and Model-View-Controller. Strong experience in the telecommunications and health services industries.
","""SKL""","""Technical Summary"""
"Skill Set
• Languages & Scripting:  C#, C++, VB.Net, ASP.Net, Servlets, Java 2, JSP, Javascript, Visual  Basic 6, ASP, ASP.NET, XML, XML Schema, Ruby. 
• Middleware:  EJB, RMI, COM, COM+, DCOM, Web Services.
• Operating Systems:  Window XP SP1, Window XP SP2, Windows NT 4.0, Windows 2000/98/95/3.11, MS DOS, Linux
• Databases:  MS Access, SQL Server, MySQL, FireBird
• Web Servers:  IIS 5 - 6, Apache, Java Web Server, Tomcat, BEA Web logic, JBoss, WebSphere.
• Analysis & Design Tools:  Rational Rose, Together
• Framework: Spring Framework, Struts, .NET 
","""SKL""","""Skill Set"""
"Skills
• Languages:  Visual C++ & MFC, HTML, Action Script, Java Script, Macromedia Flash, Macromedia Dreamweaver, InstallShield Script, WiseInstall Script.
• Middleware: COM/ DCOM/ WEBDAV
• Operating Systems: Windows NT, Windows 2003/XP/2000/98/95
• Browser: IE, NS, FireFox
• Analysis & Design Tools: Rational Rose, MS Visio
• Configuration Management Tools: Visual SourceSafe, PVCS Tracker, CVS, Bugzilla
• Other Special Skills: Graphic Design (Corel, Photoshop, Paint Shop, Macromedia Flash)
• Plan and Schedule: MS Project, MS Word, MS Excel, MS Outlook.
","""SKL""","""Skills"""
"FOREIGN LANGUAGE
Language Writing Reading Listening Speaking
English Beginner Intermediate Beginner Beginner
","""SKL""","""FOREIGN LANGUAGE"""
"ENGLISH SKILL: 
- Level B in English.
- Reading comprehension information technology documents in English well.
","""SKL""","""ENGLISH SKILL"""
"TECHNICAL SUMMARY EXPERIENCE:
3 years working programming ASP.NET.
","""SKL""","""TECHNICAL SUMMARY EXPERIENCE"""
"SKILL PROFILE
• Operating Systems:  MS Dos, MS Window.
• Databases:  MS Access, MS SQL server 2000 – 2005 – 2008, My Sql. 
• Language Programmings & Scripting languages:  VB.NET, C#, ASP.NET, HTML, CSS, Javascript, Ajax, XML, UML.
• Framework: Nettier, NHibernate
• Web Servers:  IIS.
• Analysis & Programming tools:  Visual Studio 2005-20008, ReSharper, CodeSmith, MS FrontPage, Notepad++, Photoshop ...
• Other:
- Always patient, especially in difficult situations.
- Ability to work both independently and as a member of a team.
- Willing to work hard and make positive contribution.
- Good reading comprehension technical materials.
- Create schedule of work.
","""SKL""","""SKILL PROFILE"""
"TECHNICAL SKILLS
Languages :  C++ (WinAPI, MFC, Qt, FreeType),
Obj-C (Cocoa),
Java (Swing, Servlet, JSP, Spring MVC, SiteMesh, Hibernate),
PHP (Joomla, Symfony),
C# (ASP.NET, WPF),
Javascript (JQuery),
CSS
Methodologies : UML, Design Patterns
OS : Windows, Mac, Unix/CentOS
Middleware : Apache, IIS, Tomcat
Databases : MySQL, SQL Server
Tools : Eclipse, Visual Studio, Qt Editor, XCode, Astah, Tortoise SVN …
","""SKL""","""TECHNICAL SKILLS"""
"PROFESSIONAL EXPERIENCE 
- Good at some programming languages such as C/C++, C#, LinQ, SQL. 
 C / C++
o Have well knowledge about C/C++ 
o Have 3 year experience with C/C++
 C# 
o Developing a program with 3-layer model
o Good at Object-Oriented Programming. 
o Analyse, design, implement, test and manage software projects. 
o Have knowledge about Data Structure, XML,SQL and HTML, JavaScript, CSS, HTML5.
o Understanding of data modeling.
o Have used tool as : SVN , Google code, Google docs and MS-Build. 
o Team work and team leader I’ve joined many activities, club , social activities organized by the University Communist Youth Union  / Student Association  of my school such as Design club.
- Have knowledge about business analyst.
- Have knowledge about software requirement.
- I have knowledge about SOAP, WCF, REST service.
","""SKL""","""PROFESSIONAL EXPERIENCE"""
"COMPUTER SKILLS 
- MS Word, MS Excel, MS Power Point, MS Visio, MS Project ,Rational Rose
- Internet Explore, FireFox, Google Chrome. 
","""SKL""","""COMPUTER SKILLS """
